,year,agency,tool_name,tool_desc_brief,tool_desc_detail,data,vendor,date_use,data_training,data_input,data_output,vendor_name,vendor_desc,identifying_info,updated,updated_desc,use_matching,use_speech_language_processing,use_computer_vision,use_optimization,use_other,use_predictive_modeling,use_crime_classification,pop_geographic_space,pop_FDNY_employees,pop_property,pop_individuals,pop_civilian_fatalities,pop_group_org_business,pop_other_species
44,2023,DOHMH,Guppy,Converts electric signals to predict a nucleotide and enables filtering of low-quality calls.,This is a tool designed specifically for Oxford Nanopore Technology (ONT) data. This is a neural network based basecaller; a tool that determines nucleotide bases of a genetic material; that converts electric signals into strings to represent genomic data. In addition to basecalling; the tool also performs filtering of low-quality reads; a stretch of sequenced genetic material. This is the initial step that converts electric signals to fragments of sequence data; which can then be used for COVID-19 sequencing analysis.,,,2020-06,The default models within Guppy are trained on a mixture of native and amplified DNA/RNA; from multiple organisms including plant; animal; bacterial and viral genomes.,DNA/RNA strand passing through the nanopore. Raw data is stored as .fast5 files,.fast5 files; fastq; or BAM files.,Oxford Nanopore Technologies,Developed and maintains the tool.,FALSE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
45,2023,DOHMH,BWA,Aligns sequencing data to a reference sequence.,Burrows-Wheeler Aligner (BWA) is aligning sequence data to reference using Burrows-Wheeler transformations. This tool is optimal for low-divergent genomic data and short read data; such as Illumina sequence data. This tool is used to predict the order in which the fragments generated by sequencers are pieced together to form a complete genomic sequence data. This tool is used for Legionella and PulseNet sequencing analyses.,,,2017-07,,Sequence reads (fastq) for single or paired-end runs (sequence reads can be considered strings).,Aligned reads in SAM format,,,FALSE,No,,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
46,2023,DOHMH,Minimap2,Aligns sequencing data to a reference sequence.,Minimap2 uses optimal chaining scores to align sequencing data to reference genomes.  This tool is faster and more optimal for long read sequences; such as Oxford Nanopore Technologies (ONT) data. This tool is used to predict the order in which the fragments generated by sequencers are pieced together to form a complete genomic sequence data. This tool is used for COVID-19 and monkeypox virus (MPXV) sequencing analyses.,,,2020-05,,Sequence reads (fastq) for single or paired-end runs (sequence reads can be considered strings).,Aligned reads in SAM format,,,FALSE,Yes,Fixed the broken Python package. Updated variable weights/bug fixes.,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
47,2023,DOHMH,Pangolin,Assigns lineage names to SARS-CoV-2.,Pangolin uses a combination of several methods; including random forest tree; classification methods; and maximum parsimony to assign lineage names to SARS-CoV-2 genomic sequences to bin sequences that are more likely to be similar. This is a tool that designates a name based on a nomenclature for COVID-19 sequence data.,,,2021-07,Trained on a data set of genomes that have been designated to Pango lineages using whole genome information.,Fasta files.,.csv fiile with taxon name and lineage assigned.,,,FALSE,Yes,Updated variable weights/bug fixes/dependencies.,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
48,2023,DOHMH,MAFFT,Aligns multiple sequencing data.,MAFFT (for Multiple Alignment using Fast Fourier Transform) includes several algorithmic methods; including guided tree; scoring matrices; and sequence alignment algorithms to realign multiple genomic sequencing data. The realignment tool is used to locally re-arrange sequence data to make all sequences comparable but the same genomic coordinates. This is used in all sequencing analysis prior to building a phylogenetic tree or distance tree.,,,2021-01,,Sequences can be in GCG; FASTA; EMBL (Nucleotide only); GenBank; PIR; NBRF; PHYLIP or UniProtKB/Swiss-Prot (Protein only) format,Fasta or Clustalw,,,FALSE,No,,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
49,2023,DOHMH,Bowtie2,Aligns sequencing data to a reference sequence. Bowtie2 aligns sequencing data to a reference using Burrows-Wheeler transformations. It is geared to use with Illumina sequencing data.,Bowtie2 is an intermediate step in the workflow to analyze COVID variants in wastewater.,,,2022-06,,Sequence reads (fastq) for single or paired-end runs (sequence reads can be considered strings).,Aligned reads in SAM format,,,FALSE,Yes,Updated variable weights/bug fixes/dependencies.,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
50,2023,DOHMH,Vsearch,Vsearch uses the Needleman-Wunsch algorithm to merge read pairs and align and dereplicate sequences to detect chimeric genomic sequences.,Vsearch is an intermediate step in the workflow to analyze COVID variants in wastewater.,,,2022-06,,Sequence reads (fastq; Fasta) for single or paired-end runs (sequence reads can be considered strings).,FASTA; FASTQ; tables; alignments; SAM.,,,FALSE,Yes,Updated variable weights/bug fixes/dependencies.,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
51,2023,DOHMH,IQTREE,IQTREE uses maximum-likelihood regression to create phylogenetic trees from genomes.,Produced phylogenetic trees are used to help rule in or out outbreaks of COVID or other organisms.,,,2020-05,,FASTA; NEXUS; CLUSTALW; PHYLIP.,Readable report; ML tree in NEWICH format; log file for entire run.,,,FALSE,Yes,Updated variable weights/bug fixes/dependencies.,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
52,2023,DOHMH,kSNP3,kSNP3 can use multiple algorithms (maximum-likelihood; parsimony; neighbor-joining) to infer phylogenetic trees from genomes.,Produced phylogenetic trees are used to help rule in or out outbreaks of bacteria.,,,2022-03,,Fasta,ML tree in NEWICH format; log & configuration files; Fasta file,,,FALSE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
53,2023,DOHMH,Spades,Spades uses several algorithms to simplify genomic read data into de Brujin graphs and finds overlaps to assemble genomes.,Spades is an intermediate step in the workflows of bacterial analyses.,,,2017-10,,Fastq.,Fastas and other files for corrected reads; scaffolds; contigs; paths in GFA format; fastg assembly graph.,,,FALSE,No,,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
54,2023,DOHMH,GATK,A suite of tools for variant calling and filtering after sequence alignment. It uses naive Bayesian to qualify aligned bases as sequence or erroneous data; which would be excluded from the final genomic sequence.,Used to identify mutations and call upon differences from the reference; which is used to generate the predicted complete sequence.,,,2017-10,Sets of known variant sites.,Fasta; uBam; SAM/BAM/CRAM; VCF.,Bam; txt; vcf.,,,FALSE,Yes,Updated variable weights/bug fixes/dependencies.,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
55,2023,DOHMH,PHYLOViZ,For representing the possible evolutionary relationships between strains; PHYLOViZ uses the goeBURST algorithm; a refinement of eBURST algorithm by Feil et al.; and its expansion to generate a complete minimum spanning tree (MST).,Used to generate the minimum spanning tree relationships.,,,2017-10,,txt; NEWICK; FASTA.,Minimmum spanning tree.,,,FALSE,No,,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes
56,2023,DOHMH,Bionumerics,A suite of tools used to align and analyze bacterial genomes.,BioNumerics is used to 1) re-assemble the bacterial genome (since the sequencing process involves fragmenting the bacterial DNA and then amplifying it into millions of pieces) 2) identify the genus; species; and serotype of the bacterial isolate 3) perform quality control checks to ensure the sequence meets certain quality standards 4) perform whole genome multi-locus sequence typing (wgMLST; a technique used to type bacteria based on their genetic code) 5) perform cluster analysis for cases related to one another based upon case definitions recommended by the Centers for Disease Control and Prevention (CDC). This information is then communicated to partners including foodborne epidemiologists at the Bureau of Communicable Disease; who investigate all reported cases of foodborne disease; with those investigations potentially resulting in restaurant inspections; closures; and food recalls.,,,2017-09,,Fastq.,txt; Excel.,Bionumerics,Developed and maintains the tool.,FALSE,No,,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes
57,2023,DOHMH,ChoiceMaker (CM),ChoiceMaker (CM) is a record-matching tool that identifies duplicate records belonging to the same individual.,CM is used by BOI and Healthy Homes to identify duplicate immunization and lead records. The outputs produced by CM are used in ongoing manual and automated deduplication processes (record merging).,,,2003-06,,CM uses demographic data (e.g.; names; date of birth; address; identifiers) and health event data (e.g.; date and type of event) from BOI’s Citywide Immunization Registry (CIR) and Healthy Homes’ LeadQuest registry in its evaluation.,The program outputs a series of record pairs and a match probability for each pair.,HLN Consulting,A vendor was involved in the development of the program initially. CM is now available as an open-source program. The DOHMH implementation is maintained by HLN Consulting.,TRUE,No,,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no
58,2023,DOHMH,ICE - Immunization Calculation Engine,The Immunization Calculation Engine (ICE) is an immunization evaluation and forecasting system; whose default immunization schedule supports all routine childhood; adolescent; and adult immunizations based on the recommendations of the Advisory Committee on Immunization Practices (ACIP). ICE is free and open-source available through https://cdsframework.atlassian.net/wiki/spaces/ICE/overview.,ICE is used by the Bureau of Immunization to evaluate a patient’s immunization history and generate appropriate immunization recommendations.,,,1997-01,,ICE uses demographic data (e.g. date of birth) and vaccination data (e.g.; immunization date; vaccine group and type) in the evaluation process. Data used are stored in the Citywide Immunization Registry (CIR).,The program returns recommendations on whether a patient has completed a vaccine series or is due for vaccines.,HLN Consulting,A vendor was involved in the development of the program and continues to be involved in program enhancements. ICE is also available as an open-source program. The DOHMH implementation is maintained by HLN Consulting.,TRUE,Yes,New vaccine groups and recommendations were added.,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
59,2023,DOI,Facial Recognition Technology,"The tool analyzes an uploaded image or video and searches and compares it with lawfully possessed images to generate a pool of possible matches. If possible matches are identified, a trained DOI examiner visually analyzes and evaluates potential matches to assess reliability of a match consistent with agency policy and applicable laws. A match serves as an investigative lead for additional investigative steps and does not constitute a positive identification.",Facial recognition is a digital technology that DOI uses to analyze uploaded images or videos of people and objects obtained during an investigation by comparison with lawfully possessed images. Facial recognition generates possible matches of an object or individual from this analysis and comparison. The purpose of the tool is to assist DOI investigations of matters within its jurisdiction including fraud and other criminal activity.,,,2019-03,Self-trained in system usage.,Images.,Images.,Not disclosable,Out-of-the-box products. The vendors provide ongoing technical assistance. Confidentiality agreements are in place with the vendors.,TRUE,Yes,DOI acquired additional facial recognition technology in the past year for the above described purpose. DOI's facial recognition tools receive product updates and data sets on an ongoing basis.,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no
60,2023,DSS,Homebase Risk Assessment Questionnaire (RAQ),"Homebase applicants answer screening questions about their current housing situation, history of disruptive experiences, shelter history, and other domains. Each of the answers is assigned a number of points, and applicants that reach a certain point threshold are eligible for deeper Homebase services, such as financial assistance and case management. Workers are able to override a limited number of model decisions with permission of a supervisor.","The Homebase program was created to prevent households from entering the DHS shelter system. Since NYC has a range of antipoverty programs and the number of households entering shelter is small compared to the pool of New Yorkers who have an eviction filing each year, the Agency had to ensure that the households who most needed additional homelessness prevention services were being enrolled in Homebase programs. Research showed that staff were not accurately able to predict who would or would not enter the DHS shelter system and that using a risk assessment would provide a better way to match resources to the families who would benefit the most.",,,2012-06,"The RAQ was developed based on analysis of data on Homebase enrollees from 2004 to 2008, conducted in conjunction with a team of academic researchers, to determine predictive factors for those entering shelter.  It was updated in 2023 based on analysis led by NYC DSS researchers of 2013-2016 Homebase data.","Factors include, among others: personal characteristics such as age and pregnancy; educational attainment and employment status; housing issues such as eviction, discord, a move in the past year; past and recent experience of homelessness.",The tool produces a score that is used to assess eligibility for full versus brief Homebase services.,Multiple researchers,"DHS contracted with researchers to evaluate years of Homebase administrative data to develop a risk assessment. The DSS research team then led an updated analysis that led to tool revisions. The published research papers are listed below: https://ajph.aphapublications.org/doi/10.2105/AJPH.2013.301468 https://www.journals.uchicago.edu/doi/abs/10.1086/686466?mobileUi=0&journalCode=ssr
https://www.tandfonline.com/doi/abs/10.1080/10511482.2022.2077801",TRUE,Yes,Fresh training data. Started using on 12/21/2023.,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
61,2023,DSS,SmartVAN / TargetSmart,"The Mayor’s Public Engagement Unit (PEU) uses SmartVAN to manage outreach across a range of projects. SmartVAN provides functionality to create lists of potential clients to contact, collect personal information and survey responses from clients, and conduct outreach via phone banks and canvassing. SmartVAN also contains a frequently updated commercial dataset, provided by TargetSmart, of New York City residents and their demographic, contact, and other information. PEU uses this preloaded data to create outreach lists when data on existing clients or from partner agencies is unavailable or insufficient to meet the scope of the outreach project.","In 2023, PEU has the TargetSmart data within SmartVAN on a number of projects. PEU frequently uses the data to create lists of residents who live within certain zip codes that PEU wants to target for outreach. For example, PEU created lists using TargetSmart data to conduct door-knocking and phone banking outreach to New Yorkers identified as potentially eligible for the DOF Rent Freeze program based on TargetSmart data. In cases like these, TargetSmart’s determination of who lives in which zip codes as well as estimated income affects whether New Yorkers receive PEU outreach. Additionally, the algorithm that TargetSmart uses to match phone numbers to individuals impacts the type of outreach that New Yorkers receive.",,,2019-11,Training data is part of vendor’s proprietary processes.,Input data is part of vendor’s proprietary processes.,"The algorithmically-derived data that PEU accesses is the output of proprietary algorithmic processes developed and operated by TargetSmart. These algorithmic processes include matching multiple input datasets to determine residency, contact information, and demographics on New York City residents. SmartVAN also includes a number of algorithmically-determined likelihood scores, including scores for the likelihood that a household contains children under 18, etc.",EveryAction and TargetSmart,EveryAction and TargetSmart jointly provide the SmartVAN product. EveryAction is the software provider. TargetSmart is the data provider. TargetSmart is the entity who applies algorithmic techniques. EveryAction provides access to this data through their platform.,TRUE,Yes,TargetSmart data available in SmartVAN is updated on a regular basis by the vendors.,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no
62,2023,DSS,Splink,"Splink is Python package used for entity resolution (i.e., deduplication) of records in which there is no unique identifier. It helps uses implement probabilistic matching.","In 2023, PEU moved the Tenant Helpline onto a live caller system using the Virtual Call Center and Salesforce. Prior to migrating data from the original system (which involved clients leaving voicemails), PEU needed to identify call records from the same client. PEU used the Splink package to identify records from the same caller even in cases with relatively sparse information and/or inconsistent data entry (e.g., different spellings of the same name).",,,2023-03,PEU fine-tuned our use of the algorithm using a sample of the original Tenant Helpline data. There are a number of user-defined parameters that affect the results of the matching. PEU tested which parameters were most appropriate for our use case of very sparse data and conducted human quality control over its performance.,"The input data was information on individual Tenant Helpline callers. This included their names, phone numbers, address information, etc.",The output of PEU’s usage of Splink was a set of callers identified as unique linked to one or more calls to the Tenant Helpline. This information was transformed and migrated to the new Salesforce system.,,,TRUE,Not Reported,,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no
63,2023,FDNY,RBIS (Risk Based Inspection Program); ALARM (A Learning Approach to Risk Modeling),"A Learning Approach to Risk Modeling (ALARM) creates risk scores for each building in the city. These scores are used to schedule our Fire Operations building inspections within the inspectable population of buildings in the city (~330,000 Building Identification Numbers (BINs)), as a part of the Risk-Based Inspection Program (RBIS).","ALARM is a combined approach using machine learning and risk ratios to assess the risk of a building for structural fire ignition (probability) and civilian fire injury/death (impact). The machine learning algorithm takes incident data, housing characteristics, and 311 data and creates a probability of structural fire ignition. This is combined with a civilian injury or death risk ratio for the building which is based on building characteristics, incident data and nearby felony crimes to create a risk score (range is one to nine), with one being highest risk and nine being lowest risk. Buildings are prioritized within each of the nine risk scores according to the residential population in each building.",,,2019-11,"In order to create the models, the team utilized a five-year incident dataset and reserved 99 percent of the data to train the probability model and 80 percent of the data to train the impact model.","The ALARM risk score utilizes data from our fire and Emergency Medical Services (EMS) dispatch system, building characteristic data, 311 calls, felony crimes, census data and civilian injury data.",The tool outputs a risk score from one (highest risk) to nine (lowest risk).,,"ALARM was built in-house by a team of analysts from the Management, Analysis and Planning Bureau.",FALSE,No,,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no
64,2023,FDNY,EMS Hospital Suggestion Algorithm,"The EMS Hospital Suggestion Algorithm is used to determine the closest, appropriate hospital to the incident location based on the needs of a patient requiring transport.","The algorithm computes a list of hospitals in order of closest to furthest in time for each medical condition category as currently established. (For example, there is a list of hospitals computed in order of closest in time for all hospitals that accept General Emergency Department patients and for all hospitals that accept special conditions, such as burns). Depending on the medical needs category of the patient, the algorithm produces a pre-determined list of hospitals which is based on the location of the patient and then made available to the crew as a list of “closest, most appropriate hospitals.”",,,2007-03,The EMS Hospital Suggestion algorithm relies on telematics data from the Department of Citywide Administrative Services city-owned vehicles collected between 2015 and mid-2016 to calibrate a network analysis model that derives incident to hospital transport times. The order of suggested hospitals are then compared with five years of historical EMS hospital transport data from before the COVID-19 pandemic (2015-2019) to validate and correct the network model.,The inputs for the algorithm include the location and medical condition of the patient.,"The algorithm outputs the closest, most appropriate hospitals.",,"This algorithm and the resulting output file that is used in our EMS CAD system to suggest hospitals was provided by Deccan International, until September 2020. The Department currently creates this file using a new algorithm, developed in-house by the Geographic Information Science (GIS) unit in conjunction with engineers from Columbia University.",FALSE,No,,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
65,2023,FDNY,EMS Unit Suggestion Algorithm,The Emergency Medical Services (EMS) Unit Suggestion Algorithm is used to determine which order of geographic regions (known as atoms) to search in order for the EMSCAD system to select an appropriate EMS unit for dispatch to an incident.,"The algorithm computes a list of geographic regions (known as atoms) in order of closest to furthest in travel time for each atom in the city. This list of ordered atoms is the output of an algorithm that relies on a calibrated network model to derive travel time estimates. The output is an excel file which is converted into an EMSCAD-compatible file and loaded into the system for real-time unit selection capabilities. The file is generated and implemented as a 24/7 source file, meaning, the recommended search order is not currently varying by time of day. The Department is intending to implement time-of day search orders in the near future.",,,2007-03,The EMS Unit Suggestion algorithm relies on historical FDNY CAD trip time data which is used to calibrate a network analysis model which derives atom-to-atom transport times.,The input for the algorithm is a geographic location.,The algorithm outputs a recommended EMS unit for dispatch.,Deccan International,"This algorithm and the resulting output file that  is used in our EMS CAD system to suggest atom order for unit search is currently provided by a vendor, Deccan International.",FALSE,No,,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
66,2023,FDNY,EMD Schedule Optimization Tool,The purpose of the tool is to provide Emergency Medical Dispatchers (EMD) staff a tool to optimally allocate call takers during a 24-hour period.  The tool uses an expected number of incoming calls and the number of personnel scheduled to work in order to allocate the call takers to different shifts such that the supply of call takers exceeds the demand for call takers.,"The algorithm requires two datasets.  First, the tool requires the average number of medical calls per hour for a 24-hour period.  Second, the tool requires a user to specify the number of call takers assigned to each tour. Based on these two inputs, the tool provides a projection of supply (call takers) versus demand (medical calls). Additionally, the tool can take the total number of available staff and optimally allocate them across tours to maximize the minimum difference between supply and demand. Based on these outputs, EMD officers can identify times during the day when call taker utilization is high and reallocate staff to accommodate.",,,2021-06,This is an optimization model and was not “trained” using training data. The algorithm relies on actual historical data to determine average hourly medical calls.,"The tool requires an hourly count of medical calls arriving during a 24-hour period. Additional “data” requirements are input from the user depending on user-driven scenarios. For example, a user could specify five eight-hour tours per day (at different start times) rather than existing four tours (two eight-hour tours and two 12-hour tours).","The algorithm outputs a projection of supply (call takers) versus demand (medical calls). Additionally, the tool can take the total number of available staff and optimally allocate them across tours to maximize the minimum difference between supply and demand.",,The tool was developed internally at FDNY in partnership with Columbia University's Industrial Engineering and Operations Research Department.,FALSE,Yes,Front-end user interface added,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
67,2023,HH,Adult Risk of IP/ED Utilization Score,The Adult Risk of Inpatient (IP)/Emergency Department (ED) Utilization Score predicts the number of days in the ED or IP setting that a patient may have in the coming year.,"The Adult Risk of IP/ED Utilization Score predicts the number of days in the ED or IP setting that a patient may have in the coming year. It uses internal electronic medical record data covering past utilization, diagnoses, and documented behavioral health risk factors. Patients in the top 5 percent may be eligible to participate in the health home program, even if they are not Medicaid eligible.",,,2019-01,"This model was trained on NYC Health + Hospital population to create a utilization prediction method that was responsive to the need of safety-net patients. Most national algorithms are tuned on large claims dataset and may not be generalizable to uninsured patients. The model was developed with 70+ predictor variable and tuned using a LASSO continuous model. We assessed 70+ predictor variables on electronic health record data from CY Q3 2016-Q2 2017 to train the model (n=833,969). Data from CY Q3 2017-Q2 2018 was used to validate. This study was approved by NYC Health + Hospital Institutional Review Board (IRB) partner, BRANY IRB.","The final model had 17 predictors. The top binary predictors for the final model were psychosis diagnosis (β=1.17), history of incarceration (β=0.47), antipsychotic medication prescription (β=0.40), and substance use disorder diagnosis (β=0.38). Top continuous predictors were inpatient visits (β=0.36), ED visits (β=0.34), and number of chronic conditions (β=0.21).",Outputs of the model (top 5 percent flag) allow clinicians to connect patients with social work support or referrals to community organizations.,,,TRUE,Yes,"Updated our homelessness variable to incorporate additional sources of documentation within our system, and validated the algorithm against fiscal year 2021 data to evaluate continued fit.",no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
68,2023,MO,Scorecard Blockface Sampling Algorithm - MO - Operations,The Scorecard program sends inspectors across New York City to rate street and sidewalk cleanliness. The sampling algorithm creates a monthly list of blocks for inspectors to visit and rate.,"The primary goal of the algorithm is to produce a sample of blockfaces that is statistically sound and geographically representative. This list is used to rate street and sidewalk cleanliness citywide, as well as by borough and DSNY district.",,,2022-03,,"The blockface sample is selected from the Pavement Edge File, which is part of the New York City Planimetric Database managed by the Office of Technology and Innovation. Sampling is weighted towards blockfaces in high-density areas and includes extra sampling of blockfaces in Business Improvement Districts (BIDs). It also takes into account the linear miles of street within a DSNY District.",A count of blockfaces that are statistically representative of our target areas throughout the city.,Legacy Mayor’s Office of the Chief Technology Officer,The sampling algorithm was developed by the former Mayor’s Office of the Chief Technology Officer in partnership with the Mayor’s Office of Operations.,FALSE,No,,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no
69,2023,MO,Methodology for Poll Site Language Assistance - MO - CEC,"Since no dataset is currently available that reliably captures the number of limited English proficient (LEP) registered voters for all program languages, the Civic Engagement Commission (CEC) uses the percentage of LEP citizens of voting age (CVALEP) as a substitute or proxy measure of need. CEC ranks the program-eligible languages in order of magnitude of CVALEP and distributes poll sites to each language based on its ranking (excluding CVALEP persons that speak languages served by the NYC Board of Elections (NYCBOE) in certain New York City counties). The number of poll sites that will receive services in any given language will depend on each language’s share of the total CVALEP in the population eligible to be served. For example, according to U.S. Census data, approximately 207,926 New Yorkers are CVALEP and speak a language that is served by this program. This proportionality approach allows CEC to balance goals of including diverse language communities as well as fair access to the total number of eligible voters within each language community. The program provides interpreters in program-eligible languages at poll sites based on U.S. Census data showing concentrations of CVALEP individuals who speak these languages and reside around each poll site. For each language, poll sites are chosen in descending order of concentration of CVALEP, until the language’s share is met. This process is repeated for each language, thereby including the poll sites with the highest concentration of CVALEP for each program-eligible language until that language’s share is met, and the total number of poll sites for which resources are allocated is reached. It may be possible, based on analysis of data, to reassign poll sites to languages with greater need; however, each language will receive a minimum of at least one poll site. Models used included the Thiessen polygon method to create a Voronoi diagram to determine CVALEP estimates.","This is a methodology for determining how the New York City Civic Engagement Commission (NYCCEC) will provide interpretation services at poll sites for limited English proficient voters. The methodology explains how the NYCCEC will identify the languages and locations in which interpretation services will be offered during the November 2020 election and beyond. These services supplement the interpretation assistance provided by NYC Board of Elections in several languages. Under the Charter, the NYCCEC can only provide interpretation services in a language if: (1) it is a designated citywide language; or (2) it is spoken by a greater number of LEP New Yorkers than the lowest ranked designated citywide language and at least one poll site has a significant concentration of speakers of such language with LEP. This methodology ensures service for all languages that are eligible under the Charter.",,,2020-11,,"For citywide estimates, this methodology uses current data from the American Community Survey (ACS) 2016-2020 five-year estimates. This methodology also uses the American Community Survey Census Tract 2016-2020 five-year Public Use Microdata Samples for poll site level analysis; this is the most current and accurate data available on resident New Yorkers at the neighborhood level. In addition, the methodology uses data from the Board of Elections on the location of election districts and poll sites.",The algorithm estimates the number of citizens of voting age with Limited English Proficiency for each program-eligible language who could report to each polling site.,,The tool was designed with the support of the Mayor’s Office of Data Analytics which is currently part of the Office of Technology and Innovation.,FALSE,No,,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
70,2023,NYPD,Facial Recognition Technology,Tool which may help investigators identify unknown subjects in law enforcement investigations.,"Facial recognition is a digital technology that NYPD uses to compare images obtained during investigations with lawfully possessed arrest and parole photos. The tool analyzes an uploaded image, known as a probe image, and searches and compares against the image repository. The purpose of the tool is to enhance law enforcement’s ability to investigate criminal activity as well as identify deceased persons and missing persons. When used in combination with human analysis and additional investigation, facial recognition technology is a valuable tool in solving crimes and increasing public safety.",,,2011-10,Training data is proprietary to the vendor.,"If NYPD investigators obtain a still image depicting a face of an unknown individual during an investigation, the image can be submitted for facial recognition analysis in accordance with NYPD facial recognition policy. Known as a probe image, NYPD facial recognition software compares the image to a controlled and limited group of lawfully obtained photos called the photo repository.",The facial recognition software will generate a pool of possible match candidates for review by trained Facial Identification Section investigators.,Dataworks,Software developed and maintained by vendor,TRUE,No,,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no
71,2023,NYPD,ShotSpotter,Provides acoustic gunshot detection to assist with emergency call response,Provides acoustic gunshot detection to assist with emergency call response. The tool supports patrol operations in alerting units to potential gunfire and enhances investigations involving firearms.,,,2015-03,Training data is proprietary to the vendor.,Specialized software analyzes audio signals for potential gunshots.,"The tool determines the location of the sound source, and once classified as potential gunfire sends the incident to acoustic experts for additional analysis.  Notifications are sent for confirmed gunfire.  ShotSpotter activations may result in evidence collection that can enhance case investigations.  Problematic locations identified through alerts may require additional resource deployment and/or investigations.",Shotspotter,Software developed and maintained by vendor,FALSE,Yes,Routine Maintenance,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
72,2023,NYPD,Patternizr,Aids crime analysis in detection of potential crime patterns.,"Patternizr compares features of crimes and finds ones that are similar and may be part of a crime pattern. Analysts will look at the candidate crimes and suggest the formation of crime patterns to a pattern identification module. If a pattern is formed, detectives often consolidate the investigative efforts (e.g., one detective investigates all the crimes in the pattern.) The report filters non-normal trends into a spreadsheet and displays year-over-year counts of crimes that have non-normal trends. The tool requires a human user to evaluate the output data to see if complaints identified as similar are, in fact, connected to a pattern.",,,2016-12,"Separate models were trained for each of three different crime types (burglaries, robberies, and grand larcenies). These crime types have a sufficient corpus of prior manually identified patterns for use as training examples. This corpus consists of approximately 10,000 patterns between 2006 and 2015 from each crime type. A portion of this corpus includes complaint records where the same individual was arrested for multiple crimes of the same type within a span of two days.","The input data is a candidate crime and its features. A complaint describes details of the crime, including the date and time (which can be a range if the precise time of occurrence is unknown), location, crime subcategory, modus operandi, and suspect information.  This information is used to calculate the five types of crime-to-crime similarities used as features by Patternizr: location, date-time, categorical, suspect and unstructured text.",Probability that a complaint is connected to a pattern.,,The tool was developed by data scientists and analysts at NYPD. Contractors and NYPD personnel integrated it into the Domain Awareness System. Personnel in Crime Control Strategies work with the Information Technology Bureau to maintain the tool.,FALSE,No,,yes,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no
73,2023,OCME,STRMix,"STRmix™ combines sophisticated biological modeling and standard mathematical processes to interpret a wide range of complex DNA profiles. Using well-established statistical methods, the software builds millions of conceptual DNA profiles. It grades them against the evidential sample, finding the combinations that best explain the profile. A range of likelihood ratio options are provided for subsequent comparisons to reference profiles. Using a Markov Chain Monte Carlo engine, STRmix™ models any types of allelic and stutter peak heights as well as drop-in and drop-out behavior. It does this rapidly, accessing evidential information previously out of reach with traditional methods. STRmix™ is supported by comprehensive empirical studies with its mathematics readily accessible to DNA analysts, so results are easily explained in court.",STRMix is a probabilistic genotyping tool that is used to analyze mixtures of DNA profiles to help associate the crime scene evidence to potential victims or suspects of crimes.,,,2017-01,Training data was not used in the sense of AI software. The OCME performed thousands of tests using the software to validate it for optimum use with our current laboratory standard operating procedures and genetic analyzers.,Forensic DNA profiles from crime scenes as well as the DNA profiles from victims and suspects of crimes.,The output is a deconvolution of genotype probability distribution that lists all of the accepted genotype sets and their associated weights. These weights can take any value from 0 to 1.,"NicheVision Forensics, LLC",The software has been developed by New Zealand Crown Institute of Environmental Science and Research (ESR) with Forensic Science South Australia. The developer assisted OCME in analyzing and interpreting our data during the validation of the software.,TRUE,No,,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no
